State,All,Tornado,Wind,Hail,Year,Month
16,174,3,133,38,4,5
17,188,0,129,59,4,5
18,7,0,7,0,4,5
19,27,0,16,11,4,5
20,11,0,9,2,4,5
21,84,1,64,19,4,5
22,42,15,19,8,4,5
23,333,24,221,88,4,5
24,106,2,75,29,4,5
25,27,1,12,14,4,5
26,157,14,72,71,4,5
27,16,1,15,0,4,5
28,17,0,12,5,4,5
29,44,2,39,3,4,5
30,62,2,13,47,4,5
31,54,0,35,19,4,5
32,145,0,113,32,4,5
33,64,1,39,24,4,5
34,65,12,41,12,4,5
35,315,14,207,94,4,5
36,2,1,0,1,4,5
37,118,3,97,18,4,5
38,3,0,3,0,4,5
39,92,0,85,7,4,5
40,132,1,73,58,4,5
41,155,5,120,30,4,5
42,701,26,298,377,4,5
43,32,0,29,3,4,5
44,3,0,3,0,4,5
45,168,1,108,59,4,5
46,18,0,18,0,4,5
47,22,0,19,3,4,5
48,11,1,3,7,4,5
49,74,20,11,43,4,5
0,163,49,103,11,4,0
2,1,0,1,0,4,0
3,23,6,15,2,4,0
4,48,2,46,0,4,0
8,34,5,29,0,4,0
9,154,33,117,4,4,0
12,14,10,1,3,4,0
13,3,0,1,2,4,0
14,3,2,0,1,4,0
16,45,7,27,11,4,0
17,58,17,34,7,4,0
23,51,5,33,13,4,0
24,1,0,1,0,4,0
32,55,2,53,0,4,0
34,24,0,23,1,4,0
35,11,5,2,4,4,0
37,1,0,1,0,4,0
39,36,7,29,0,4,0
41,40,4,32,4,4,0
42,19,12,4,3,4,0
45,9,2,7,0,4,0
47,1,0,0,1,4,0
0,28,0,28,0,2,6
2,96,2,81,13,2,6
3,8,0,7,1,2,6
4,5,0,5,0,2,6
5,63,3,41,19,2,6
6,28,1,25,2,2,6
7,17,2,14,1,2,6
8,25,2,23,0,2,6
9,46,3,42,1,2,6
11,12,0,11,1,2,6
12,82,8,65,9,2,6
13,43,2,41,0,2,6
14,99,37,37,25,2,6
15,91,1,70,20,2,6
16,53,0,52,1,2,6
17,3,0,3,0,2,6
18,8,0,7,1,2,6
19,110,1,101,8,2,6
20,84,0,75,9,2,6
21,72,5,67,0,2,6
22,102,3,56,43,2,6
23,5,0,5,0,2,6
24,79,2,69,8,2,6
25,122,1,86,35,2,6
26,148,2,123,23,2,6
27,58,1,57,0,2,6
28,47,0,29,18,2,6
29,132,8,111,13,2,6
30,45,2,22,21,2,6
31,281,1,261,19,2,6
32,107,3,101,3,2,6
33,84,0,50,34,2,6
34,102,11,86,5,2,6
35,53,0,49,4,2,6
37,390,16,352,22,2,6
38,2,0,2,0,2,6
39,42,5,37,0,2,6
40,135,0,73,62,2,6
41,36,0,36,0,2,6
42,84,4,66,14,2,6
43,44,3,37,4,2,6
44,18,0,18,0,2,6
45,187,4,175,8,2,6
46,3,0,3,0,2,6
47,33,0,32,1,2,6
48,144,14,112,18,2,6
49,44,1,21,22,2,6
0,91,5,81,5,1,7
2,45,0,36,9,1,7
3,39,4,33,2,1,7
4,11,3,7,1,1,7
5,94,5,30,59,1,7
6,28,7,18,3,1,7
7,24,7,17,0,1,7
8,67,5,55,7,1,7
9,142,0,134,8,1,7
11,26,0,26,0,1,7
12,165,14,142,9,1,7
13,90,3,87,0,1,7
14,151,4,137,10,1,7
15,131,3,75,53,1,7
16,21,0,21,0,1,7
17,18,2,15,1,1,7
18,35,0,28,7,1,7
19,85,11,71,3,1,7
20,62,2,56,4,1,7
21,59,2,48,9,1,7
22,217,30,100,87,1,7
23,41,1,38,2,1,7
24,89,0,78,11,1,7
25,54,0,48,6,1,7
26,117,6,37,74,1,7
27,7,0,7,0,1,7
28,24,2,19,3,1,7
29,78,4,73,1,1,7
30,19,0,16,3,1,7
31,144,6,128,10,1,7
32,57,16,40,1,1,7
33,79,4,26,49,1,7
34,85,0,77,8,1,7
35,83,0,55,28,1,7
36,15,0,13,2,1,7
37,196,2,191,3,1,7
38,4,0,4,0,1,7
39,41,1,38,2,1,7
40,208,7,131,70,1,7
41,32,2,30,0,1,7
42,155,2,126,27,1,7
43,3,0,3,0,1,7
44,10,0,9,1,1,7
45,130,10,116,4,1,7
46,5,0,5,0,1,7
47,61,0,56,5,1,7
48,86,4,66,16,1,7
49,27,0,15,12,1,7
0,161,1,154,6,0,5
2,2,0,1,1,0,5
3,92,3,83,6,0,5
4,5,2,1,2,0,5
5,100,9,31,60,0,5
6,13,0,12,1,0,5
7,11,0,7,4,0,5
8,68,0,65,3,0,5
9,269,0,259,10,0,5
11,21,2,17,2,0,5
12,234,11,184,39,0,5
13,170,17,127,26,0,5
14,157,8,105,44,0,5
15,282,20,136,126,0,5
16,240,15,213,12,0,5
17,95,25,67,3,0,5
18,6,0,4,2,0,5
19,78,1,67,10,0,5
20,13,0,10,3,0,5
21,29,0,16,13,0,5
22,159,9,96,54,0,5
23,126,6,118,2,0,5
24,206,1,162,43,0,5
25,125,3,71,51,0,5
26,163,1,82,80,0,5
27,5,0,5,0,0,5
28,10,0,9,1,0,5
29,58,2,50,6,0,5
30,81,4,23,54,0,5
31,66,0,60,6,0,5
32,134,1,130,3,0,5
33,57,2,32,23,0,5
34,140,12,103,25,0,5
35,136,6,87,43,0,5
36,5,1,3,1,0,5
37,150,2,135,13,0,5
38,7,0,3,4,0,5
39,213,0,206,7,0,5
40,96,7,35,54,0,5
41,234,7,219,8,0,5
42,497,14,269,214,0,5
43,30,0,29,1,0,5
44,11,0,11,0,0,5
45,154,0,140,14,0,5
46,2,0,2,0,0,5
47,64,3,43,18,0,5
48,89,4,78,7,0,5
49,55,7,17,31,0,5
0,28,0,28,0,1,8
2,3,0,3,0,1,8
3,8,5,3,0,1,8
4,3,3,0,0,1,8
7,3,0,3,0,1,8
8,16,1,15,0,1,8
9,10,3,7,0,1,8
11,6,0,4,2,1,8
12,3,0,2,1,1,8
13,4,0,2,2,1,8
14,17,0,14,3,1,8
15,11,0,3,8,1,8
16,2,0,2,0,1,8
17,3,0,3,0,1,8
19,24,1,23,0,1,8
21,12,0,7,5,1,8
22,45,0,14,31,1,8
23,4,0,4,0,1,8
24,10,1,9,0,1,8
26,2,0,1,1,1,8
29,1,0,1,0,1,8
30,9,0,7,2,1,8
31,6,0,6,0,1,8
32,27,3,18,6,1,8
33,13,0,13,0,1,8
34,14,1,12,1,1,8
35,1,0,1,0,1,8
36,3,0,3,0,1,8
37,1,0,1,0,1,8
39,27,12,15,0,1,8
40,1,0,0,1,1,8
41,8,2,6,0,1,8
42,20,2,16,2,1,8
43,1,0,1,0,1,8
45,7,2,5,0,1,8
47,2,0,2,0,1,8
48,13,1,4,8,1,8
49,1,0,1,0,1,8
0,5,1,4,0,1,11
4,1,0,1,0,1,11
8,40,8,32,0,1,11
9,11,0,11,0,1,11
17,9,0,9,0,1,11
19,3,0,3,0,1,11
23,27,13,14,0,1,11
32,14,2,12,0,1,11
39,11,1,10,0,1,11
42,9,3,6,0,1,11
45,8,2,6,0,1,11
0,37,2,28,7,5,2
3,40,1,12,27,5,2
4,21,2,16,3,5,2
5,1,1,0,0,5,2
8,23,1,9,13,5,2
9,35,3,17,15,5,2
11,2,0,2,0,5,2
12,104,8,29,67,5,2
13,70,5,26,39,5,2
14,14,0,0,14,5,2
15,78,8,7,63,5,2
16,31,1,23,7,5,2
17,29,1,17,11,5,2
18,1,0,1,0,5,2
19,1,0,1,0,5,2
23,29,4,21,4,5,2
24,153,2,51,100,5,2
26,4,0,2,2,5,2
27,2,0,2,0,5,2
31,1,0,1,0,5,2
34,61,15,20,26,5,2
35,69,2,3,64,5,2
36,1,1,0,0,5,2
37,2,0,0,2,5,2
39,3,0,2,1,5,2
41,7,0,5,2,5,2
42,101,8,30,63,5,2
43,16,0,16,0,5,2
45,3,0,1,2,5,2
46,1,1,0,0,5,2
47,6,0,4,2,5,2
48,5,0,2,3,5,2
0,80,0,76,4,3,6
2,70,0,59,11,3,6
3,49,0,36,13,3,6
4,10,0,9,1,3,6
5,93,19,34,40,3,6
6,23,1,22,0,3,6
7,8,0,7,1,3,6
8,29,0,28,1,3,6
9,78,0,76,2,3,6
11,32,0,27,5,3,6
12,151,5,126,20,3,6
13,78,0,71,7,3,6
14,89,3,80,6,3,6
15,63,9,44,10,3,6
16,117,0,116,1,3,6
17,15,0,11,4,3,6
18,41,0,35,6,3,6
19,119,2,114,3,3,6
20,35,0,33,2,3,6
21,50,1,43,6,3,6
22,128,6,81,41,3,6
23,65,0,64,1,3,6
24,55,0,53,2,3,6
25,276,2,140,134,3,6
26,138,2,105,31,3,6
27,25,1,24,0,3,6
28,89,1,62,26,3,6
29,21,0,19,2,3,6
30,13,0,10,3,3,6
31,201,2,191,8,3,6
32,212,0,210,2,3,6
33,235,2,176,57,3,6
34,122,7,112,3,3,6
35,43,1,37,5,3,6
36,12,0,5,7,3,6
37,146,0,133,13,3,6
38,3,0,3,0,3,6
39,89,0,87,2,3,6
40,203,0,152,51,3,6
41,108,0,93,15,3,6
42,85,1,76,8,3,6
43,45,1,43,1,3,6
44,47,2,38,7,3,6
45,289,3,271,15,3,6
46,7,0,4,3,3,6
47,126,0,120,6,3,6
48,96,1,89,6,3,6
49,50,0,35,15,3,6
0,148,2,78,68,2,3
3,66,3,42,21,2,3
4,1,1,0,0,2,3
5,18,6,2,10,2,3
6,8,1,7,0,2,3
7,3,0,2,1,2,3
8,111,5,85,21,2,3
9,94,6,56,32,2,3
11,1,0,1,0,2,3
12,17,1,15,1,2,3
13,1,0,1,0,2,3
14,5,2,1,2,2,3
15,27,0,5,22,2,3
16,8,0,1,7,2,3
17,93,13,52,28,2,3
19,6,0,5,1,2,3
20,8,0,8,0,2,3
21,5,1,4,0,2,3
22,20,0,3,17,2,3
23,96,5,60,31,2,3
24,44,4,25,15,2,3
26,8,0,4,4,2,3
28,1,0,1,0,2,3
29,14,0,12,2,2,3
31,6,1,5,0,2,3
32,43,3,20,20,2,3
34,4,0,4,0,2,3
35,57,3,16,38,2,3
37,17,0,16,1,2,3
39,7,2,5,0,2,3
40,5,0,0,5,2,3
41,22,4,8,10,2,3
42,224,10,47,167,2,3
45,37,0,14,23,2,3
47,3,0,0,3,2,3
48,9,0,3,6,2,3
49,1,0,0,1,2,3
0,31,7,22,2,3,0
8,35,10,24,1,3,0
9,24,2,22,0,3,0
16,33,10,23,0,3,0
17,5,2,3,0,3,0
19,3,0,3,0,3,0
20,1,0,1,0,3,0
23,4,0,2,2,3,0
29,7,0,7,0,3,0
31,2,0,2,0,3,0
32,15,0,15,0,3,0
35,1,0,1,0,3,0
39,7,0,7,0,3,0
41,17,1,16,0,3,0
42,27,16,5,6,3,0
45,1,0,1,0,3,0
0,66,3,58,5,1,5
2,5,0,5,0,1,5
3,35,0,24,11,1,5
4,6,0,3,3,1,5
5,190,4,157,29,1,5
6,11,0,6,5,1,5
7,4,0,4,0,1,5
8,86,12,67,7,1,5
9,128,0,115,13,1,5
11,25,0,21,4,1,5
12,92,1,81,10,1,5
13,92,0,81,11,1,5
14,114,1,86,27,1,5
15,197,10,114,73,1,5
16,71,0,68,3,1,5
17,28,5,23,0,1,5
18,13,0,9,4,1,5
19,60,0,56,4,1,5
20,52,0,43,9,1,5
21,143,0,138,5,1,5
22,174,14,93,67,1,5
23,108,9,95,4,1,5
24,87,4,73,10,1,5
25,45,0,27,18,1,5
26,278,9,157,112,1,5
27,9,0,9,0,1,5
28,7,0,5,2,1,5
29,68,0,65,3,1,5
30,34,0,25,9,1,5
31,74,0,63,11,1,5
32,54,1,50,3,1,5
33,220,12,102,106,1,5
34,235,4,223,8,1,5
35,62,0,49,13,1,5
36,4,1,0,3,1,5
37,192,1,178,13,1,5
38,2,0,1,1,1,5
39,96,0,91,5,1,5
40,344,10,200,134,1,5
41,47,3,31,13,1,5
42,194,2,115,77,1,5
43,57,0,48,9,1,5
44,1,0,1,0,1,5
45,117,0,114,3,1,5
46,5,0,0,5,1,5
47,39,0,36,3,1,5
48,101,2,77,22,1,5
49,115,0,90,25,1,5
0,178,28,106,44,4,2
2,3,0,3,0,4,2
3,61,16,23,22,4,2
4,45,3,35,7,4,2
5,2,0,2,0,4,2
8,17,3,12,2,4,2
9,151,8,111,32,4,2
11,1,0,1,0,4,2
12,200,49,104,47,4,2
13,130,26,78,26,4,2
14,92,28,31,33,4,2
15,1,0,1,0,4,2
16,76,6,65,5,4,2
17,44,2,22,20,4,2
19,1,0,1,0,4,2
21,7,0,3,4,4,2
23,137,22,79,36,4,2
24,84,0,29,55,4,2
26,8,0,0,8,4,2
27,2,0,2,0,4,2
30,1,0,1,0,4,2
32,26,0,25,1,4,2
34,90,12,75,3,4,2
35,45,1,11,33,4,2
37,19,0,19,0,4,2
39,23,1,19,3,4,2
40,2,0,0,2,4,2
41,146,19,118,9,4,2
42,231,14,121,96,4,2
43,3,0,3,0,4,2
45,6,0,6,0,4,2
47,7,0,7,0,4,2
48,24,15,7,2,4,2
0,1,1,0,0,2,10
3,2,0,1,1,2,10
6,16,4,12,0,2,10
8,1,0,1,0,2,10
15,4,0,3,1,2,10
17,8,2,6,0,2,10
20,7,0,7,0,2,10
24,1,0,1,0,2,10
26,1,0,1,0,2,10
29,4,0,0,4,2,10
31,28,9,16,3,2,10
35,23,5,5,13,2,10
36,2,0,2,0,2,10
38,8,2,6,0,2,10
42,21,2,3,16,2,10
46,6,0,6,0,2,10
0,30,0,29,1,3,7
2,78,2,67,9,3,7
3,14,0,13,1,3,7
4,19,1,18,0,3,7
5,17,2,10,5,3,7
6,16,0,16,0,3,7
7,6,0,6,0,3,7
8,55,2,48,5,3,7
9,51,0,49,2,3,7
11,34,0,22,12,3,7
12,121,3,96,22,3,7
13,76,1,70,5,3,7
14,51,1,27,23,3,7
15,22,2,17,3,3,7
16,28,0,23,5,3,7
17,7,2,5,0,3,7
18,8,0,8,0,3,7
19,56,1,54,1,3,7
20,29,0,29,0,3,7
21,113,0,111,2,3,7
22,66,5,35,26,3,7
23,15,1,13,1,3,7
24,69,0,57,12,3,7
25,42,0,36,6,3,7
26,29,0,7,22,3,7
27,15,0,14,1,3,7
28,43,0,31,12,3,7
29,5,0,5,0,3,7
30,3,0,1,2,3,7
31,89,0,88,1,3,7
32,66,0,62,4,3,7
33,29,5,12,12,3,7
34,77,0,74,3,3,7
35,30,0,26,4,3,7
36,15,0,9,6,3,7
37,48,1,42,5,3,7
38,1,0,1,0,3,7
39,53,0,52,1,3,7
40,79,0,63,16,3,7
41,41,0,41,0,3,7
42,84,4,73,7,3,7
43,14,2,10,2,3,7
44,19,0,19,0,3,7
45,110,0,106,4,3,7
46,18,0,10,8,3,7
47,21,2,19,0,3,7
48,40,0,37,3,3,7
49,13,0,8,5,3,7
0,39,0,29,10,1,4
2,1,0,1,0,1,4
3,110,9,64,37,1,4
4,4,1,2,1,1,4
5,42,7,13,22,1,4
6,2,0,2,0,1,4
7,2,0,2,0,1,4
8,49,3,28,18,1,4
9,61,0,51,10,1,4
11,32,0,31,1,1,4
12,92,21,60,11,1,4
13,27,0,21,6,1,4
14,43,12,25,6,1,4
15,194,11,71,112,1,4
16,39,0,38,1,1,4
17,57,9,33,15,1,4
18,2,0,2,0,1,4
19,3,0,3,0,1,4
20,24,0,23,1,1,4
21,6,0,6,0,1,4
22,6,2,4,0,1,4
23,62,0,46,16,1,4
24,185,7,112,66,1,4
25,88,1,62,25,1,4
26,52,2,27,23,1,4
27,1,0,1,0,1,4
28,18,0,18,0,1,4
30,3,0,1,2,1,4
31,104,2,99,3,1,4
32,37,3,32,2,1,4
33,3,1,0,2,1,4
34,79,2,71,6,1,4
35,213,12,93,108,1,4
36,42,0,21,21,1,4
37,30,0,28,2,1,4
39,112,7,71,34,1,4
40,50,0,6,44,1,4
41,133,1,111,21,1,4
42,476,22,205,249,1,4
43,13,0,13,0,1,4
44,20,0,20,0,1,4
45,13,0,12,1,1,4
46,25,0,25,0,1,4
47,4,0,4,0,1,4
48,21,5,10,6,1,4
49,21,0,10,11,1,4
0,56,5,50,1,1,1
3,7,0,1,6,1,1
4,2,0,2,0,1,1
7,19,0,19,0,1,1
8,54,1,53,0,1,1
9,58,2,56,0,1,1
11,1,0,1,0,1,1
17,23,0,2,21,1,1
19,35,4,31,0,1,1
23,51,20,17,14,1,1
25,1,0,1,0,1,1
29,29,0,29,0,1,1
32,54,9,43,2,1,1
37,20,0,20,0,1,1
39,34,2,32,0,1,1
41,41,7,34,0,1,1
42,5,0,4,1,1,1
45,27,1,26,0,1,1
46,1,0,1,0,1,1
0,5,0,5,0,2,1
3,3,0,3,0,2,1
8,33,4,24,5,2,1
9,16,3,8,5,2,1
16,7,2,5,0,2,1
17,2,1,1,0,2,1
23,3,0,2,1,2,1
27,7,0,7,0,2,1
29,1,0,1,0,2,1
30,2,0,2,0,2,1
32,5,1,4,0,2,1
35,2,0,0,2,2,1
39,1,0,0,1,2,1
41,12,0,8,4,2,1
42,6,0,0,6,2,1
45,7,0,7,0,2,1
0,3,0,2,1,1,10
3,15,0,15,0,1,10
4,4,2,2,0,1,10
5,1,0,1,0,1,10
6,17,0,17,0,1,10
7,6,0,6,0,1,10
8,11,4,7,0,1,10
9,4,0,4,0,1,10
12,73,14,56,3,1,10
13,9,0,9,0,1,10
14,2,0,2,0,1,10
15,12,0,7,5,1,10
16,2,0,2,0,1,10
17,4,0,4,0,1,10
19,23,2,21,0,1,10
20,15,0,15,0,1,10
21,24,0,24,0,1,10
23,3,2,1,0,1,10
24,35,0,29,6,1,10
29,42,0,42,0,1,10
30,1,0,1,0,1,10
31,49,0,49,0,1,10
32,4,0,4,0,1,10
34,75,0,75,0,1,10
35,25,2,12,11,1,10
36,1,1,0,0,1,10
37,83,1,82,0,1,10
38,5,0,5,0,1,10
41,1,0,1,0,1,10
42,15,2,9,4,1,10
43,3,0,3,0,1,10
45,6,0,6,0,1,10
47,14,0,14,0,1,10
48,15,0,15,0,1,10
0,1,1,0,0,2,0
2,5,0,5,0,2,0
3,1,0,1,0,2,0
4,3,2,1,0,2,0
8,8,3,5,0,2,0
9,16,4,12,0,2,0
11,3,0,3,0,2,0
16,8,0,6,2,2,0
17,3,1,2,0,2,0
23,6,0,2,4,2,0
24,1,0,0,1,2,0
25,2,0,2,0,2,0
30,1,1,0,0,2,0
33,2,0,2,0,2,0
35,4,2,1,1,2,0
39,1,0,1,0,2,0
41,11,1,6,4,2,0
42,16,1,7,8,2,0
46,2,0,2,0,2,0
0,339,0,328,11,4,7
2,48,1,41,6,4,7
3,36,0,29,7,4,7
4,14,2,12,0,4,7
5,119,16,37,66,4,7
6,14,2,12,0,4,7
7,3,0,3,0,4,7
8,48,2,45,1,4,7
9,401,4,391,6,4,7
11,34,0,29,5,4,7
12,76,10,53,13,4,7
13,41,5,31,5,4,7
14,20,3,9,8,4,7
15,157,2,106,49,4,7
16,58,4,50,4,4,7
17,20,0,19,1,4,7
18,24,0,13,11,4,7
19,60,0,53,7,4,7
20,18,6,12,0,4,7
21,85,9,65,11,4,7
22,80,1,35,44,4,7
23,21,0,20,1,4,7
24,92,6,73,13,4,7
25,64,2,61,1,4,7
26,99,1,48,50,4,7
27,11,0,11,0,4,7
28,15,0,8,7,4,7
29,19,3,16,0,4,7
30,20,1,17,2,4,7
31,124,9,93,22,4,7
32,256,3,240,13,4,7
33,62,3,34,25,4,7
34,139,20,107,12,4,7
35,81,0,69,12,4,7
36,2,0,0,2,4,7
37,182,12,152,18,4,7
38,6,2,4,0,4,7
